Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,feature_1,feature_2,feature_3,feature_4
M,298.8,308.6,1598,35.1,52,0,92209.68000000001,45.527065527065524,83096,1825.2
L,298.8,308.6,1501,35.0,55,0,92209.68000000001,42.885714285714286,82555,1925.0
L,298.8,308.5,1450,50.8,57,0,92179.8,28.543307086614174,82650,2895.6
L,298.8,308.6,1730,25.9,59,0,92209.68000000001,66.7953667953668,102070,1528.1
M,298.8,308.6,1571,33.7,61,0,92209.68000000001,46.617210682492576,95831,2055.7000000000003
L,298.9,308.7,1438,51.7,64,0,92270.43,27.81431334622824,92032,3308.8
M,298.8,308.5,1510,38.7,66,0,92179.8,39.01808785529715,99660,2554.2000000000003
L,298.9,308.7,1389,44.9,69,0,92270.43,30.93541202672606,95841,3098.1
L,298.8,308.7,1490,33.6,71,0,92239.56,44.345238095238095,105790,2385.6
L,298.9,308.7,1729,26.6,73,0,92270.43,65.0,126217,1941.8000000000002
L,299.0,308.8,1495,38.4,75,0,92331.2,38.93229166666667,112125,2880.0
L,298.9,308.8,1281,53.9,77,0,92300.31999999999,23.766233766233768,98637,4150.3
H,298.9,308.7,1353,48.1,79,0,92270.43,28.12889812889813,106887,3799.9
L,299.1,308.8,1429,50.1,84,0,92362.08000000002,28.522954091816366,120036,4208.400000000001
L,299.1,308.8,1413,42.1,86,0,92362.08000000002,33.56294536817102,121518,3620.6
L,299.1,308.8,1502,38.3,88,0,92362.08000000002,39.21671018276763,132176,3370.3999999999996
H,299.1,308.8,1553,32.6,90,0,92362.08000000002,47.63803680981595,139770,2934.0
H,299.2,308.9,1712,26.4,95,0,92422.87999999999,64.84848484848486,162640,2508.0
L,299.3,309.0,1786,23.5,100,0,92483.7,76.0,178600,2350.0
L,299.2,309.0,1951,21.4,102,0,92452.8,91.16822429906543,199002,2182.7999999999997
M,299.2,309.0,1541,36.3,104,0,92452.8,42.451790633608816,160264,3775.2
L,299.2,309.1,1605,34.3,107,0,92482.72,46.7930029154519,171735,3670.1
L,299.2,309.1,1578,38.1,109,0,92482.72,41.41732283464567,172002,4152.900000000001
M,299.3,309.2,1440,37.5,111,0,92543.56,38.4,159840,4162.5
L,299.4,309.2,1489,42.3,114,0,92574.48,35.20094562647754,169746,4822.2
L,299.4,309.3,1366,48.4,116,0,92604.42,28.22314049586777,158456,5614.4
L,299.3,309.2,1541,37.2,118,0,92543.56,41.424731182795696,181838,4389.6
H,299.3,309.1,1552,40.7,120,0,92513.63,38.13267813267813,186240,4884.0
L,299.3,309.1,1473,40.3,125,0,92513.63,36.55086848635236,184125,5037.5
L,299.3,309.1,1531,37.9,127,0,92513.63,40.3957783641161,194437,4813.3
L,299.3,309.2,1511,37.2,129,0,92543.56,40.61827956989247,194919,4798.8
M,299.3,309.1,1449,47.9,131,0,92513.63,30.25052192066806,189819,6274.9
M,299.4,309.1,1440,50.0,134,0,92544.54,28.8,192960,6700.0
M,299.2,309.0,1881,23.9,137,0,92452.8,78.7029288702929,257697,3274.2999999999997
L,299.3,309.0,1447,50.4,140,0,92483.7,28.710317460317462,202580,7056.0
M,299.4,309.1,1326,62.0,142,0,92544.54,21.387096774193548,188292,8804.0
L,299.4,309.2,1607,31.7,145,0,92574.48,50.694006309148264,233015,4596.5
L,299.3,309.1,1551,39.1,147,0,92513.63,39.667519181585675,227997,5747.7
L,299.3,309.1,1496,37.2,149,0,92513.63,40.21505376344086,222904,5542.8
L,299.3,309.1,1493,38.0,151,0,92513.63,39.28947368421053,225443,5738.0
L,299.4,309.1,1304,50.5,153,0,92544.54,25.821782178217823,199512,7726.5
M,299.3,309.0,1420,41.6,155,0,92483.7,34.13461538461539,220100,6448.0
L,299.4,309.1,1766,24.6,158,0,92544.54,71.78861788617886,279028,3886.8
L,299.6,309.2,1450,43.1,160,0,92636.32,33.64269141531322,232000,6896.0
H,299.5,309.2,1872,22.6,162,0,92605.4,82.83185840707964,303264,3661.2000000000003
L,299.6,309.2,1713,26.5,167,0,92636.32,64.64150943396227,286071,4425.5
M,299.5,309.2,1497,40.9,169,0,92605.4,36.60146699266504,252993,6912.099999999999
M,299.4,309.1,1352,44.7,172,0,92544.54,30.24608501118568,232544,7688.400000000001
L,299.5,309.2,1499,41.5,175,0,92605.4,36.12048192771084,262325,7262.5
L,299.5,309.3,1972,19.3,177,0,92635.35,102.1761658031088,349044,3416.1
L,299.5,309.3,1422,49.2,179,0,92635.35,28.902439024390244,254538,8806.800000000001
L,299.5,309.3,1523,41.5,181,0,92635.35,36.69879518072289,275663,7511.5
L,299.5,309.4,1563,41.5,183,0,92665.29999999999,37.66265060240964,286029,7594.5
L,299.4,309.3,1391,46.6,185,0,92604.42,29.84978540772532,257335,8621.0
L,299.3,309.1,1795,24.7,187,0,92513.63,72.67206477732793,335665,4618.9
L,299.3,309.1,1293,53.7,189,0,92513.63,24.07821229050279,244377,10149.300000000001
L,299.2,309.1,1345,60.7,191,1,92482.72,22.15815485996705,256895,11593.7
L,299.2,309.0,1615,33.7,193,0,92452.8,47.92284866468842,311695,6504.1
L,299.2,308.9,1342,50.8,195,0,92422.87999999999,26.41732283464567,261690,9906.0
L,299.1,308.8,1502,46.7,197,0,92362.08000000002,32.1627408993576,295894,9199.900000000001
M,299.0,308.7,1620,35.4,199,0,92301.3,45.76271186440678,322380,7044.599999999999
L,299.0,308.7,1537,42.8,202,0,92301.3,35.91121495327103,310474,8645.599999999999
L,299.0,308.7,2248,16.8,204,0,92301.3,133.8095238095238,458592,3427.2000000000003
L,299.0,308.7,1706,28.6,206,0,92301.3,59.650349650349646,351436,5891.6
L,299.0,308.7,2250,16.6,208,0,92301.3,135.5421686746988,468000,3452.8
L,299.0,308.7,1396,48.6,0,0,92301.3,28.724279835390945,0,0.0
L,298.9,308.6,1522,46.4,2,0,92240.54,32.80172413793103,3044,92.8
L,298.9,308.6,1539,45.4,4,0,92240.54,33.89867841409692,6156,181.6
H,298.9,308.5,1415,54.0,6,0,92210.65,26.203703703703702,8490,324.0
L,298.8,308.5,1446,37.0,11,0,92179.8,39.08108108108108,15906,407.0
M,298.8,308.6,1486,41.1,13,0,92209.68000000001,36.15571776155718,19318,534.3000000000001
L,299.0,308.7,1426,38.6,16,0,92301.3,36.94300518134715,22816,617.6
L,299.0,308.7,1449,38.9,18,0,92301.3,37.24935732647815,26082,700.1999999999999
L,299.1,308.8,1320,67.5,20,1,92362.08000000002,19.555555555555557,26400,1350.0
M,299.2,308.9,1447,39.6,22,0,92422.87999999999,36.54040404040404,31834,871.2
L,299.3,309.0,1422,47.3,25,0,92483.7,30.06342494714588,35550,1182.5
L,299.3,309.1,1399,52.1,27,0,92513.63,26.852207293666027,37773,1406.7
L,299.4,309.2,1427,41.5,29,0,92574.48,34.3855421686747,41383,1203.5
M,299.3,309.2,1334,46.3,31,0,92543.56,28.81209503239741,41354,1435.3
M,299.3,309.1,1385,45.6,34,0,92513.63,30.37280701754386,47090,1550.4
L,299.4,309.2,1552,37.4,37,0,92574.48,41.49732620320856,57424,1383.8
H,299.4,309.3,1534,37.5,39,0,92604.42,40.906666666666666,59826,1462.5
L,299.4,309.3,1448,48.6,44,0,92604.42,29.79423868312757,63712,2138.4
L,299.5,309.3,1409,44.7,46,0,92635.35,31.52125279642058,64814,2056.2000000000003
L,299.4,309.2,1621,34.5,48,0,92574.48,46.98550724637681,77808,1656.0
H,299.4,309.1,1547,40.9,50,0,92544.54,37.8239608801956,77350,2045.0
L,299.4,309.1,1957,22.1,55,0,92544.54,88.55203619909501,107635,1215.5
L,299.4,309.1,2421,14.2,57,0,92544.54,170.49295774647888,137997,809.4
M,299.3,309.1,1571,38.3,59,0,92513.63,41.01827676240209,92689,2259.7
L,299.3,309.1,1634,36.8,62,0,92513.63,44.402173913043484,101308,2281.6
L,299.3,309.0,1516,38.7,64,0,92483.7,39.173126614987076,97024,2476.8
L,299.4,309.1,1207,66.5,66,0,92544.54,18.150375939849624,79662,4389.0
L,299.4,309.1,1670,35.9,68,0,92544.54,46.51810584958218,113560,2441.2
M,299.4,309.1,1461,48.6,70,0,92544.54,30.061728395061728,102270,3402.0
L,299.4,309.2,1569,40.8,73,0,92574.48,38.45588235294118,114537,2978.3999999999996
L,299.4,309.2,1556,35.7,75,0,92574.48,43.58543417366946,116700,2677.5
M,299.5,309.3,1506,41.5,77,0,92635.35,36.28915662650602,115962,3195.5
M,299.6,309.4,1642,30.3,80,0,92696.24,54.19141914191419,131360,2424.0
M,299.6,309.4,1283,62.1,83,0,92696.24,20.66022544283414,106489,5154.3
H,299.7,309.5,1375,46.8,86,0,92757.15,29.38034188034188,118250,4024.7999999999997
L,299.7,309.4,1399,39.9,91,0,92727.18,35.06265664160401,127309,3630.9
L,299.7,309.4,1650,29.8,93,0,92727.18,55.36912751677852,153450,2771.4
M,299.8,309.6,1346,53.2,95,0,92818.08000000002,25.300751879699245,127870,5054.0
H,299.9,309.6,1410,51.2,98,0,92849.04,27.5390625,138180,5017.6
L,300.0,309.7,1586,37.8,103,0,92910.0,41.95767195767196,163358,3893.3999999999996
L,300.0,309.8,1372,39.6,105,0,92940.0,34.64646464646464,144060,4158.0
H,300.0,309.7,1529,42.4,107,0,92910.0,36.06132075471698,163603,4536.8
M,300.0,309.7,1652,28.6,112,0,92910.0,57.76223776223776,185024,3203.2000000000003
L,300.1,309.8,1532,39.8,115,0,92970.98000000001,38.492462311557794,176180,4577.0
L,300.0,309.7,1554,32.0,117,0,92910.0,48.5625,181818,3744.0
H,299.9,309.6,1462,51.0,119,0,92849.04,28.666666666666668,173978,6069.0
L,299.9,309.6,1254,61.3,124,0,92849.04,20.456769983686787,155496,7601.2
L,299.9,309.6,1294,49.7,126,0,92849.04,26.036217303822937,163044,6262.200000000001
L,299.8,309.5,1739,27.5,128,0,92788.1,63.236363636363635,222592,3520.0
M,299.8,309.4,1412,47.8,130,0,92758.12,29.539748953974897,183560,6214.0
M,299.9,309.5,1372,56.2,133,0,92819.04999999999,24.412811387900355,182476,7474.6
H,299.8,309.5,1420,46.7,136,0,92788.1,30.406852248394003,193120,6351.200000000001
L,299.8,309.5,1542,40.3,141,0,92788.1,38.26302729528536,217422,5682.299999999999
M,299.8,309.4,1401,48.1,143,0,92758.12,29.126819126819125,200343,6878.3
L,299.8,309.4,1510,42.5,146,0,92758.12,35.529411764705884,220460,6205.0
H,299.9,309.5,1547,38.5,148,0,92819.04999999999,40.18181818181818,228956,5698.0
M,299.8,309.5,1453,43.2,153,0,92788.1,33.63425925925926,222309,6609.6
L,299.8,309.4,1408,45.6,156,0,92758.12,30.87719298245614,219648,7113.6
L,299.8,309.4,1436,51.6,158,0,92758.12,27.829457364341085,226888,8152.8
M,299.9,309.5,1582,38.2,160,0,92819.04999999999,41.41361256544502,253120,6112.0
L,299.9,309.6,1280,59.3,163,0,92849.04,21.58516020236088,208640,9665.9
L,299.9,309.5,2008,20.4,165,0,92819.04999999999,98.43137254901961,331320,3365.9999999999995
L,299.9,309.5,1772,23.5,167,0,92819.04999999999,75.40425531914893,295924,3924.5
L,299.9,309.5,1779,26.1,169,0,92819.04999999999,68.16091954022988,300651,4410.900000000001
L,299.9,309.5,1567,35.5,171,0,92819.04999999999,44.140845070422536,267957,6070.5
M,299.8,309.4,1751,27.0,173,0,92758.12,64.85185185185185,302923,4671.0
L,299.9,309.5,1349,51.3,176,0,92819.04999999999,26.296296296296298,237424,9028.8
M,300.0,309.5,1425,40.8,178,0,92850.0,34.9264705882353,253650,7262.4
L,300.0,309.4,1395,44.5,181,0,92820.0,31.348314606741575,252495,8054.5
H,299.8,309.3,1595,32.1,183,0,92728.14000000001,49.68847352024922,291885,5874.3
L,299.8,309.3,1291,56.4,188,0,92728.14000000001,22.890070921985817,242708,10603.199999999999
M,299.9,309.4,1509,42.8,190,0,92789.05999999998,35.257009345794394,286710,8131.999999999999
M,299.9,309.4,1483,38.1,193,0,92789.05999999998,38.92388451443569,286219,7353.3
L,299.9,309.3,1620,31.1,196,0,92759.06999999999,52.09003215434083,317520,6095.6
M,299.9,309.4,1487,42.2,198,0,92789.05999999998,35.23696682464455,294426,8355.6
L,299.8,309.4,2256,15.9,201,0,92758.12,141.88679245283018,453456,3195.9
H,299.7,309.2,1691,27.7,203,0,92667.23999999999,61.04693140794224,343273,5623.099999999999
M,299.8,309.3,1663,35.2,208,0,92728.14000000001,47.24431818181818,345904,7321.6
M,299.8,309.3,1640,31.1,211,0,92728.14000000001,52.73311897106109,346040,6562.1
H,299.7,309.3,1494,37.8,214,0,92697.21,39.523809523809526,319716,8089.2
L,299.8,309.4,1467,46.2,219,0,92758.12,31.753246753246753,321273,10117.800000000001
M,299.7,309.3,1399,41.9,221,1,92697.21,33.389021479713605,309179,9259.9
L,299.7,309.3,1445,42.6,0,0,92697.21,33.92018779342723,0,0.0
L,299.8,309.4,1480,40.9,2,0,92758.12,36.18581907090465,2960,81.8
L,299.7,309.3,1546,37.2,4,0,92697.21,41.55913978494623,6184,148.8
L,299.7,309.3,1574,35.8,6,0,92697.21,43.96648044692738,9444,214.79999999999998
L,299.7,309.3,1592,34.2,8,0,92697.21,46.549707602339176,12736,273.6
L,299.8,309.5,1495,39.6,10,0,92788.1,37.75252525252525,14950,396.0
L,299.8,309.6,1447,43.1,12,0,92818.08000000002,33.57308584686775,17364,517.2
L,299.8,309.5,1476,44.4,14,0,92788.1,33.24324324324324,20664,621.6
L,299.8,309.5,1641,27.1,16,0,92788.1,60.55350553505535,26256,433.6
L,299.8,309.5,1545,32.2,18,0,92788.1,47.981366459627324,27810,579.6
M,299.9,309.6,1364,44.4,20,0,92849.04,30.72072072072072,27280,888.0
L,299.8,309.5,1590,28.5,23,0,92788.1,55.78947368421053,36570,655.5
L,299.8,309.4,1460,37.4,25,0,92758.12,39.037433155080215,36500,935.0
L,299.8,309.4,1609,32.5,27,0,92758.12,49.50769230769231,43443,877.5
L,299.8,309.4,1633,27.5,29,0,92758.12,59.38181818181818,47357,797.5
L,299.9,309.4,1348,52.8,31,0,92789.05999999998,25.53030303030303,41788,1636.8
L,299.9,309.4,1322,53.9,33,0,92789.05999999998,24.526901669758814,43626,1778.7
L,300.0,309.5,1641,30.1,35,0,92850.0,54.518272425249165,57435,1053.5
L,300.0,309.5,1728,26.0,37,0,92850.0,66.46153846153847,63936,962.0
L,300.0,309.6,1431,47.7,39,0,92880.0,29.999999999999996,55809,1860.3000000000002
L,300.1,309.7,1641,30.4,41,0,92940.97,53.98026315789474,67281,1246.3999999999999
M,300.1,309.6,1622,36.1,43,0,92910.96000000002,44.930747922437675,69746,1552.3
M,300.1,309.6,1625,38.0,46,0,92910.96000000002,42.76315789473684,74750,1748.0
L,300.0,309.5,1869,22.7,49,0,92850.0,82.33480176211454,91581,1112.3
L,300.0,309.6,1452,46.0,51,0,92880.0,31.565217391304348,74052,2346.0
L,300.0,309.6,1618,28.7,53,0,92880.0,56.376306620209064,85754,1521.1
L,300.0,309.4,2010,20.0,55,0,92820.0,100.5,110550,1100.0
L,299.9,309.4,1363,60.9,57,0,92789.05999999998,22.380952380952383,77691,3471.2999999999997
L,299.9,309.3,1473,40.4,59,0,92759.06999999999,36.460396039603964,86907,2383.6
L,299.9,309.2,1333,50.8,61,0,92729.07999999999,26.240157480314963,81313,3098.7999999999997
L,299.8,309.2,1760,25.9,63,0,92698.16,67.95366795366796,110880,1631.6999999999998
M,299.8,309.2,1372,58.2,65,0,92698.16,23.573883161512025,89180,3783.0
M,299.7,309.2,1608,34.4,68,0,92667.23999999999,46.74418604651163,109344,2339.2
L,299.7,309.2,1326,64.8,71,0,92667.23999999999,20.462962962962965,94146,4600.8
M,299.6,309.1,1560,37.1,73,0,92606.36000000002,42.04851752021563,113880,2708.3
M,299.6,309.0,1539,36.1,76,0,92576.40000000001,42.63157894736842,116964,2743.6
L,299.6,309.1,2266,15.3,79,0,92606.36000000002,148.1045751633987,179014,1208.7
L,299.6,309.1,1641,35.8,81,0,92606.36000000002,45.837988826815646,132921,2899.7999999999997
L,299.6,309.1,1574,39.2,83,0,92606.36000000002,40.15306122448979,130642,3253.6000000000004
L,299.6,309.1,1407,50.6,85,0,92606.36000000002,27.806324110671937,119595,4301.0
H,299.7,309.2,1302,55.5,87,0,92667.23999999999,23.45945945945946,113274,4828.5
M,299.6,309.2,1651,30.8,92,0,92636.32,53.603896103896105,151892,2833.6
M,299.6,309.1,1366,55.2,95,0,92606.36000000002,24.746376811594203,129770,5244.0
M,299.5,309.0,1701,28.6,98,0,92545.5,59.47552447552447,166698,2802.8
L,299.5,309.0,1498,44.6,101,0,92545.5,33.58744394618834,151298,4504.6
M,299.5,309.1,1422,45.3,103,0,92575.45000000001,31.390728476821195,146466,4665.9
L,299.5,309.1,1357,47.3,106,0,92575.45000000001,28.6892177589852,143842,5013.799999999999
L,299.5,309.2,1690,29.2,108,0,92605.4,57.87671232876713,182520,3153.6
L,299.6,309.2,1559,39.1,110,0,92636.32,39.87212276214834,171490,4301.0
M,299.6,309.3,1553,32.4,112,0,92666.28000000001,47.9320987654321,173936,3628.7999999999997
L,299.6,309.3,1558,34.8,115,0,92666.28000000001,44.77011494252874,179170,4001.9999999999995
L,299.7,309.4,1362,51.9,117,0,92727.18,26.24277456647399,159354,6072.3
M,299.8,309.3,1470,42.7,119,0,92728.14000000001,34.42622950819672,174930,5081.3
L,299.8,309.4,1555,34.8,122,0,92758.12,44.68390804597701,189710,4245.599999999999
M,299.8,309.4,1423,42.9,124,0,92758.12,33.17016317016317,176452,5319.599999999999
L,299.7,309.3,1434,38.5,127,0,92697.21,37.246753246753244,182118,4889.5
L,299.7,309.3,1779,25.5,129,0,92697.21,69.76470588235294,229491,3289.5
L,299.7,309.3,1417,54.6,131,0,92697.21,25.952380952380953,185627,7152.6
L,299.6,309.2,1425,45.9,133,0,92636.32,31.045751633986928,189525,6104.7
M,299.7,309.2,1597,32.9,135,0,92667.23999999999,48.54103343465046,215595,4441.5
L,299.7,309.2,1346,57.4,138,0,92667.23999999999,23.44947735191638,185748,7921.2
L,299.7,309.2,1422,40.4,140,0,92667.23999999999,35.1980198019802,199080,5656.0
H,299.7,309.2,1572,32.8,142,0,92667.23999999999,47.926829268292686,223224,4657.599999999999
L,299.7,309.2,1412,45.4,147,0,92667.23999999999,31.101321585903083,207564,6673.8
M,299.7,309.1,1576,36.4,149,0,92637.27,43.2967032967033,234824,5423.599999999999
M,299.7,309.1,1508,41.2,152,0,92637.27,36.601941747572816,229216,6262.400000000001
M,299.8,309.1,1496,44.4,155,0,92668.18000000001,33.693693693693696,231880,6882.0
L,299.8,309.2,1572,35.4,158,0,92698.16,44.40677966101695,248376,5593.2
L,299.6,309.0,1525,42.8,160,0,92576.40000000001,35.63084112149533,244000,6848.0
L,299.6,309.0,1378,51.9,162,0,92576.40000000001,26.551059730250483,223236,8407.8
L,299.6,309.1,1369,51.4,164,0,92606.36000000002,26.634241245136188,224516,8429.6
L,299.6,309.1,1476,45.3,166,0,92606.36000000002,32.58278145695365,245016,7519.799999999999
L,299.7,309.2,1620,30.0,168,0,92667.23999999999,54.0,272160,5040.0
M,299.7,309.1,1603,38.5,170,0,92637.27,41.63636363636363,272510,6545.0
L,299.7,309.2,1411,46.1,173,0,92667.23999999999,30.607375271149674,244103,7975.3
L,299.7,309.2,1616,31.6,175,0,92667.23999999999,51.13924050632911,282800,5530.0
L,299.7,309.2,1631,35.1,177,0,92667.23999999999,46.46723646723647,288687,6212.7
M,299.7,309.2,1685,28.9,179,1,92667.23999999999,58.30449826989619,301615,5173.099999999999
H,299.7,309.2,1456,40.6,182,0,92667.23999999999,35.86206896551724,264992,7389.2
L,299.7,309.1,1417,50.1,187,0,92637.27,28.283433133732533,264979,9368.7
M,299.7,309.1,1851,24.7,189,0,92637.27,74.93927125506073,349839,4668.3
L,299.7,309.1,1715,27.8,192,0,92637.27,61.690647482014384,329280,5337.6
H,299.6,309.1,1630,32.3,194,0,92606.36000000002,50.464396284829725,316220,6266.2
L,299.7,309.2,1478,38.8,199,0,92667.23999999999,38.09278350515464,294122,7721.2
L,299.7,309.2,1781,29.6,201,0,92667.23999999999,60.16891891891892,357981,5949.6
L,299.8,309.2,1439,36.1,203,0,92698.16,39.86149584487534,292117,7328.3
M,299.7,309.2,1412,45.3,205,0,92667.23999999999,31.169977924944813,289460,9286.5
L,299.7,309.1,1483,41.1,208,0,92637.27,36.08272506082725,308464,8548.800000000001
L,299.8,309.2,1400,42.6,210,0,92698.16,32.863849765258216,294000,8946.0
L,299.8,309.3,1299,65.1,212,1,92728.14000000001,19.953917050691246,275388,13801.199999999999
L,299.8,309.2,1479,44.4,214,0,92698.16,33.310810810810814,316506,9501.6
L,299.8,309.2,1491,47.5,216,0,92698.16,31.389473684210525,322056,10260.0
M,299.9,309.3,1389,52.8,0,0,92759.06999999999,26.306818181818183,0,0.0
M,299.9,309.4,1399,54.8,3,0,92789.05999999998,25.529197080291972,4197,164.39999999999998
M,299.9,309.4,1889,26.0,6,0,92789.05999999998,72.65384615384616,11334,156.0
L,300.0,309.5,1925,21.9,9,0,92850.0,87.89954337899545,17325,197.1
L,300.0,309.5,1675,30.2,11,0,92850.0,55.4635761589404,18425,332.2
M,300.0,309.6,1477,38.1,13,0,92880.0,38.76640419947506,19201,495.3
L,300.0,309.6,1364,45.9,16,0,92880.0,29.716775599128542,21824,734.4
L,299.9,309.5,1451,39.4,18,0,92819.04999999999,36.82741116751269,26118,709.1999999999999
L,299.9,309.4,1467,41.2,20,0,92789.05999999998,35.60679611650485,29340,824.0
L,299.9,309.4,1858,22.5,22,0,92789.05999999998,82.57777777777778,40876,495.0
L,300.1,309.4,1559,39.7,24,0,92850.94,39.269521410579344,37416,952.8000000000001
L,300.1,309.4,1560,47.7,26,0,92850.94,32.70440251572327,40560,1240.2
L,300.1,309.4,1453,47.6,28,0,92850.94,30.525210084033613,40684,1332.8
L,300.1,309.4,1464,41.7,30,0,92850.94,35.10791366906474,43920,1251.0
L,300.0,309.4,1308,50.2,32,0,92820.0,26.055776892430277,41856,1606.4
L,300.1,309.5,1353,50.9,34,0,92880.95000000001,26.58153241650295,46002,1730.6
M,300.2,309.6,1556,35.8,36,0,92941.92,43.46368715083799,56016,1288.8
L,300.2,309.5,2183,17.8,39,0,92911.9,122.64044943820224,85137,694.2
M,300.2,309.6,1491,41.8,41,0,92941.92,35.66985645933015,61131,1713.8
M,300.2,309.6,1528,35.1,44,0,92941.92,43.53276353276353,67232,1544.4
L,300.2,309.6,1430,52.7,47,0,92941.92,27.134724857685008,67210,2476.9
L,300.2,309.5,1495,32.6,49,0,92911.9,45.85889570552147,73255,1597.4
M,300.2,309.5,1630,28.3,51,0,92911.9,57.59717314487632,83130,1443.3
M,300.3,309.6,1524,38.4,54,0,92972.88,39.6875,82296,2073.6
L,300.3,309.6,1326,52.4,57,0,92972.88,25.30534351145038,75582,2986.7999999999997
H,300.3,309.5,1438,44.0,59,0,92942.85,32.68181818181818,84842,2596.0
L,300.4,309.6,1356,45.9,64,0,93003.84,29.54248366013072,86784,2937.6
H,300.4,309.6,1416,43.3,66,0,93003.84,32.70207852193995,93456,2857.7999999999997
L,300.4,309.7,1584,32.6,71,0,93033.87999999999,48.58895705521472,112464,2314.6
L,300.3,309.6,1597,31.8,73,0,92972.88,50.22012578616352,116581,2321.4
L,300.4,309.6,1553,43.9,75,0,93003.84,35.37585421412301,116475,3292.5
M,300.3,309.5,1405,49.4,77,0,92942.85,28.441295546558706,108185,3803.7999999999997
L,300.2,309.5,1539,35.3,80,0,92911.9,43.597733711048164,123120,2824.0
M,300.3,309.6,1398,53.7,82,0,92972.88,26.033519553072626,114636,4403.400000000001
L,300.3,309.6,1568,39.6,85,0,92972.88,39.59595959595959,133280,3366.0
L,300.3,309.6,1404,44.6,87,0,92972.88,31.479820627802688,122148,3880.2000000000003
M,300.2,309.5,1500,45.7,89,0,92911.9,32.82275711159737,133500,4067.3
M,300.2,309.5,1642,28.8,92,0,92911.9,57.013888888888886,151064,2649.6
